OBJECTID,ZCTA5CE10,GEOID10,FreeEligible,ReducedEligible,NotEligible,Total,FreeReducedEligible,PCT_Free,PCT_Reduced,PCT_FreeReduced,Shape__Area,Shape__Length
834,48322,2648322,469,66,1276,1811,535,0.258972943125345,0.0364439536167863,0.295416896742131,329540868.649414,86024.7432540484
835,49446,2649446,146,22,32,200,168,0.73,0.11,0.84,918091565.115234,262937.381544447
836,48661,2648661,93,4,8,105,97,0.885714285714286,0.0380952380952381,0.923809523809524,7499263875.71777,527743.151877151
837,49953,2649953,133,33,134,300,166,0.443333333333333,0.11,0.553333333333333,11793143438.9883,1171243.19394162
838,49735,2649735,1414,161,1519,3094,1575,0.457013574660633,0.0520361990950226,0.509049773755656,7215652769.09961,559583.566489069
839,48651,2648651,776,68,314,1158,844,0.670120898100173,0.0587219343696028,0.728842832469775,1954646181.7334,407457.933189715
840,48629,2648629,66,1,22,89,67,0.741573033707865,0.0112359550561798,0.752808988764045,2323285334.01758,516072.772937764
841,48609,2648609,591,95,1134,1820,686,0.324725274725275,0.0521978021978022,0.376923076923077,1337026709.15869,239941.388099633
842,48734,2648734,218,45,1012,1275,263,0.170980392156863,0.0352941176470588,0.206274509803922,1144242963.71875,201508.407413618
843,48603,2648603,1048,147,1396,2591,1195,0.404477035893477,0.0567348514087225,0.4612118873022,516382822.694336,127231.024096613
844,48006,2648006,115,11,141,267,126,0.430711610486891,0.0411985018726592,0.471910112359551,2001853762.00195,190770.154429769
845,48040,2648040,776,128,1877,2781,904,0.279036317871269,0.0460266091334052,0.325062927004675,220126751.79541,66459.3275904837
846,48857,2648857,249,39,264,552,288,0.451086956521739,0.0706521739130435,0.521739130434783,655594442.723633,147236.182859574
847,48118,2648118,261,29,2132,2422,290,0.107762180016515,0.0119735755573906,0.119735755573906,2562257940.3562,318890.52343335
848,48206,2648206,1246,2,172,1420,1248,0.877464788732394,0.00140845070422535,0.87887323943662,87132003.7409668,44356.4976383309
849,48135,2648135,2400,237,1420,4057,2637,0.591570125708652,0.0584175499137294,0.649987675622381,163576328.705078,62134.9468473696
850,48150,2648150,1587,262,3085,4934,1849,0.321645723550872,0.0531009323064451,0.374746655857317,338484958.773438,93204.845779196
851,48152,2648152,1750,235,3576,5561,1985,0.314691602229815,0.0422585865851466,0.356950188814961,337966259.67041,91814.8593147858
852,48238,2648238,2659,30,125,2814,2689,0.944918265813788,0.0106609808102345,0.955579246624023,150407388.657471,57914.9700620909
853,48122,2648122,2357,163,419,2939,2520,0.801973460360667,0.0554610411704661,0.857434501531133,77001159.171875,38370.4559443927
854,49862,2649862,277,31,309,617,308,0.448946515397083,0.0502431118314425,0.499189627228525,5839596943.52344,638886.957448361
855,49078,2649078,645,122,1229,1996,767,0.32314629258517,0.061122244488978,0.384268537074148,1357584590.12134,234040.781973459
856,49419,2649419,491,127,1675,2293,618,0.214129960750109,0.0553859572612298,0.269515918011339,2031148634.95752,360093.425240859
857,49426,2649426,1117,245,5319,6681,1362,0.167190540338273,0.0366711570124233,0.203861697350696,1746072641.05859,295680.472438523
858,49328,2649328,408,105,862,1375,513,0.296727272727273,0.0763636363636364,0.373090909090909,1595366884.21777,307399.919854516
859,49333,2649333,754,226,2124,3104,980,0.242912371134021,0.0728092783505155,0.315721649484536,2324438684.52002,328149.855061407
860,49464,2649464,1358,361,4628,6347,1719,0.213959350874429,0.0568772648495352,0.270836615723964,2102136212.98047,325188.767085911
861,49746,2649746,208,43,186,437,251,0.475972540045767,0.0983981693363844,0.574370709382151,6266889337.51172,579943.087141239
862,49712,2649712,573,155,781,1509,728,0.379721669980119,0.102717031146455,0.482438701126574,2292791767.93164,366803.090721647
863,49720,2649720,472,71,593,1136,543,0.415492957746479,0.0625,0.477992957746479,3517018918.70605,368798.074742754
864,48659,2648659,71,15,54,140,86,0.507142857142857,0.107142857142857,0.614285714285714,2230921896.31348,359706.574822467
865,48650,2648650,557,102,507,1166,659,0.47770154373928,0.0874785591766724,0.565180102915952,3047598517.70801,318640.028837307
866,49017,2649017,2279,198,1536,4013,2477,0.567904310989285,0.0493396461500125,0.617243957139297,1600794941.03223,314520.982652169
867,49111,2649111,959,49,151,1159,1008,0.827437446074202,0.0422778257118205,0.869715271786022,1155655756.67969,211425.041644021
868,49047,2649047,1569,179,532,2280,1748,0.688157894736842,0.0785087719298246,0.766666666666667,3445194124.79028,412105.704286825
869,49076,2649076,448,87,943,1478,535,0.303112313937754,0.0588633288227334,0.361975642760487,1567216753.27612,249405.618696647
870,49014,2649014,1340,164,1521,3025,1504,0.44297520661157,0.0542148760330579,0.497190082644628,2143553335.10986,364659.90791509
871,49770,2649770,920,169,1914,3003,1089,0.306360306360306,0.0562770562770563,0.362637362637363,3466443593.77148,339413.27313599
872,49706,2649706,145,20,65,230,165,0.630434782608696,0.0869565217391304,0.717391304347826,1804979486.25586,311257.21886934
873,48624,2648624,863,108,713,1684,971,0.512470308788599,0.0641330166270784,0.576603325415677,9668212181.01367,832207.717179129
874,49738,2649738,609,67,428,1104,676,0.551630434782609,0.0606884057971014,0.61231884057971,8353204765.36621,1259847.17061046
875,49829,2649829,1178,175,1183,2536,1353,0.464511041009464,0.069006309148265,0.533517350157729,1979616278.16211,321650.797256371
876,49831,2649831,94,22,136,252,116,0.373015873015873,0.0873015873015873,0.46031746031746,3312300029.59961,479917.720907185
877,48473,2648473,1435,154,1144,2733,1589,0.525064032199049,0.0563483351628247,0.581412367361873,1647316557.47559,251248.019833445
878,48423,2648423,2101,399,3278,5778,2500,0.36362062997577,0.069055036344756,0.432675666320526,1867707330.32764,248455.774905115
879,49247,2649247,547,76,425,1048,623,0.521946564885496,0.0725190839694656,0.594465648854962,2425660956.71448,370667.872944231
880,49905,2649905,84,20,73,177,104,0.474576271186441,0.112994350282486,0.587570621468927,2000811489.18555,389805.61994298
881,48767,2648767,275,47,410,732,322,0.37568306010929,0.064207650273224,0.439890710382514,2364725016.22363,299634.774832511
882,48892,2648892,226,67,226,519,293,0.435452793834297,0.129094412331407,0.564547206165703,1517071307.10205,332479.539405579
883,48846,2648846,1452,201,1359,3012,1653,0.48207171314741,0.0667330677290837,0.548804780876494,3043197776.49609,394727.065263718
884,48730,2648730,132,10,15,157,142,0.840764331210191,0.0636942675159236,0.904458598726115,2243723095.39941,293739.879320962
885,49283,2649283,266,39,509,814,305,0.326781326781327,0.0479115479115479,0.374692874692875,388377171.488525,119540.215329491
886,49503,2649503,3507,211,890,4608,3718,0.761067708333333,0.0457899305555556,0.806857638888889,205415610.70459,117919.319466298
887,49504,2649504,4995,456,1670,7121,5451,0.701446426063755,0.0640359500070215,0.765482376070777,313005078.801758,94817.6998329166
888,49302,2649302,178,40,737,955,218,0.186387434554974,0.0418848167539267,0.228272251308901,1384273414.37646,241024.47670132
889,49519,2649519,1875,308,797,2980,2183,0.629194630872483,0.103355704697987,0.73255033557047,228373639.774414,89353.8799986094
890,49304,2649304,496,14,25,535,510,0.927102803738318,0.0261682242990654,0.953271028037383,3706655957.23535,479013.925915989
891,48744,2648744,382,39,176,597,421,0.639865996649916,0.0653266331658292,0.705192629815745,1841007977.97656,222047.729284852
892,48446,2648446,2148,361,2582,5091,2509,0.421921037124337,0.0709094480455706,0.492830485169908,3502201035.28223,338093.647076115
893,49682,2649682,297,41,297,635,338,0.467716535433071,0.0645669291338583,0.532283464566929,1810469153.03027,257006.896860325
894,48189,2648189,255,57,560,872,312,0.29243119266055,0.0653669724770642,0.357798165137615,1019315303.9519,251479.752098075
895,48021,2648021,2297,111,558,2966,2408,0.774443695212407,0.0374241402562374,0.811867835468645,142696135.255371,50329.4231225611
896,48035,2648035,2388,191,1318,3897,2579,0.612779060816012,0.0490120605594047,0.661791121375417,246171675.748047,78631.2434451961
897,48044,2648044,1785,276,7263,9324,2061,0.191441441441441,0.0296010296010296,0.221042471042471,378428184.307129,94057.2704780237
898,48094,2648094,407,56,1044,1507,463,0.27007299270073,0.0371599203715992,0.307232913072329,513997026,108873.878049075
899,48089,2648089,3413,167,532,4112,3580,0.830009727626459,0.0406128404669261,0.870622568093385,222018651.96875,66649.2031565316
900,48065,2648065,612,103,1970,2685,715,0.227932960893855,0.0383612662942272,0.266294227188082,1053937064.2373,135656.670024973
901,48015,2648015,990,112,391,1493,1102,0.663094440723376,0.0750167448091092,0.738111185532485,47613537.3496094,29218.7626768362
902,48082,2648082,1194,168,1685,3047,1362,0.391860846734493,0.0551361995405317,0.446997046275025,113006017.433594,47196.13553078
903,49625,2649625,100,7,36,143,107,0.699300699300699,0.048951048951049,0.748251748251748,2350904809.60156,320635.520167358
904,49614,2649614,142,13,117,272,155,0.522058823529412,0.0477941176470588,0.569852941176471,2443728186.41504,310253.97238017
905,49896,2649896,160,4,23,187,164,0.855614973262032,0.0213903743315508,0.877005347593583,1643635741.14063,236536.95637125
906,48626,2648626,10,0,48,58,10,0.172413793103448,0,0.172413793103448,1788496305.0166,257852.733507624
907,48133,2648133,454,79,554,1087,533,0.417663293468261,0.0726770929162834,0.490340386384545,917236498.713013,171178.813952588
908,48885,2648885,26,6,58,90,32,0.288888888888889,0.0666666666666667,0.355555555555556,481661151.379883,135193.820737884
909,49442,2649442,6051,443,1650,8144,6494,0.743000982318271,0.0543958742632613,0.797396856581532,1286211322.90186,215578.946132922
910,48323,2648323,807,111,2704,3622,918,0.222805080066262,0.0306460519050248,0.253451131971287,281479851.278809,116950.193403038
911,48098,2648098,382,76,2726,3184,458,0.119974874371859,0.0238693467336683,0.143844221105528,262115529.571777,65492.8890955828
912,48381,2648381,425,59,1073,1557,484,0.27296082209377,0.037893384714194,0.310854206807964,579241586.546387,124070.83930605
913,49420,2649420,880,88,353,1321,968,0.666161998485995,0.0666161998485996,0.732778198334595,3319024857.16016,336186.406044458
914,49401,2649401,637,142,1883,2662,779,0.239293764087153,0.053343350864012,0.292637114951165,729778093.715332,125263.869284666
915,49779,2649779,274,60,211,545,334,0.502752293577982,0.110091743119266,0.612844036697248,4009154856.61133,454596.510005027
916,48867,2648867,2425,303,2252,4980,2728,0.486947791164659,0.0608433734939759,0.547791164658635,3897991940.15967,432260.934485686
917,48701,2648701,98,15,32,145,113,0.675862068965517,0.103448275862069,0.779310344827586,1319999359.94922,268727.139144009
918,49013,2649013,939,52,241,1232,991,0.762175324675325,0.0422077922077922,0.804383116883117,1665566153.64893,293927.324674629
919,48108,2648108,1169,143,2915,4227,1312,0.276555476697421,0.0338301395788976,0.310385616276319,474254299.720215,170880.498699575
920,48234,2648234,2209,52,208,2469,2261,0.89469420818145,0.02106115836371,0.91575536654516,218353579.299805,96083.3830472126
921,48210,2648210,7455,114,736,8305,7569,0.897652016857315,0.0137266706803131,0.911378687537628,140541483.842041,54764.7211990821
922,48202,2648202,3087,332,933,4352,3419,0.709329044117647,0.0762867647058824,0.785615808823529,92735736.3049316,52981.5300289725
923,48235,2648235,4813,212,1318,6343,5025,0.758789216459089,0.0334226706605707,0.79221188711966,174245274.193359,60042.5144644567
924,48124,2648124,4149,277,2394,6820,4426,0.608357771260997,0.0406158357771261,0.648973607038123,248085410.124268,79587.4157962308
925,48183,2648183,1667,164,3580,5411,1831,0.308076141193864,0.0303086305673628,0.338384771761227,541508462.990479,141987.663096446
926,48154,2648154,1123,180,3388,4691,1303,0.239394585376252,0.0383713493924536,0.277765934768706,323878045.546875,93097.8804309595
927,48240,2648240,3349,196,941,4486,3545,0.746544806063308,0.0436914846188141,0.790236290682122,104349254.842773,43454.9130528366
928,48125,2648125,2626,192,791,3609,2818,0.727625380991965,0.0532003325020781,0.780825713494043,112907711.104248,78457.6781664709
929,48416,2648416,,,,,,,,,3146424841.34082,393100.446003963
930,49670,2649670,,,,,,,,,1893053788.44434,405933.715087686
931,49654,2649654,,,,,,,,,1047792266.49805,284131.917835897
932,49268,2649268,,,,,,,,,604942482.212402,159875.46055666
933,49248,2649248,,,,,,,,,916806728.682739,200863.141432159
934,48816,2648816,,,,,,,,,12881411.3125,19317.4921212789
935,49775,2649775,,,,,,,,,1352737613.87891,180592.759537896
936,49821,2649821,,,,,,,,,4050549401.1543,562280.359670219
937,49651,2649651,,,,,,,,,6403672915.34863,587128.333512236
938,48159,2648159,,,,,,,,,852084857.496338,231519.764745867
939,48818,2648818,,,,,,,,,755817461.572754,163007.717573353
940,48852,2648852,,,,,,,,,11721880.8491211,20083.3861442876
941,48069,2648069,,,,,,,,,15029794.4433594,17149.7645114558
942,49929,2649929,,,,,,,,,494846133.378906,177612.543225391
943,49759,2649759,,,,,,,,,4411427186.54688,687709.721596776
944,48032,2648032,,,,,,,,,1048829141.98486,170290.374881387
945,48469,2648469,,,,,,,,,251870523.710938,89068.4780890103
946,48465,2648465,,,,,,,,,1159541317.56152,246359.699240857
947,48476,2648476,,,,,,,,,7615353.02148438,17281.8515039523
948,48242,2648242,,,,,,,,,198006351.724854,62421.4824988805
949,48761,2648761,,,,,,,,,2469653647.39746,326960.071078793
950,48721,2648721,,,,,,,,,824207599.131836,154959.817011899
951,49747,2649747,,,,,,,,,2704522307.64355,392070.789813965
952,49450,2649450,,,,,,,,,834415300.124512,254408.477751367
953,49406,2649406,,,,,,,,,58182483.5869141,67711.7423938615
954,49612,2649612,,,,,,,,,838830971.117188,247343.866592021
955,49676,2649676,,,,,,,,,1497206654.15527,304844.452378995
956,48610,2648610,,,,,,,,,3317566471.00879,467945.022481763
957,49630,2649630,,,,,,,,,1459698783.81836,241928.33404638
958,49101,2649101,,,,,,,,,609989454.687622,122657.407865825
959,49104,2649104,,,,,,,,,4439098.56518555,8589.61041382886
960,48822,2648822,,,,,,,,,909850021.723633,200586.671617734
961,49756,2649756,,,,,,,,,4709742651.26563,497607.802575756
962,49722,2649722,,,,,,,,,24473158.1171875,33993.7028675875
963,48628,2648628,,,,,,,,,943758448.904297,148587.484372842
964,48806,2648806,,,,,,,,,1812155132.87256,295712.492606205
965,48832,2648832,,,,,,,,,727213326.07373,156369.28805469
966,49249,2649249,,,,,,,,,934289337.11792,209850.804949623
967,49967,2649967,,,,,,,,,9700806949.02344,684093.582700927
968,49955,2649955,,,,,,,,,320062983.748047,126878.432794469
969,48865,2648865,,,,,,,,,636667949.610352,144703.88533103
970,48815,2648815,,,,,,,,,772613465.022949,138567.420827506
971,49261,2649261,,,,,,,,,16376702.9787598,27644.5884746091
972,49326,2649326,,,,,,,,,714528903.976074,214508.264160273
973,49950,2649950,,,,,,,,,5332165309.73633,652349.046345269
974,48440,2648440,,,,,,,,,19931758.0385742,21158.072224638
975,49653,2649653,,,,,,,,,881418777.785156,217007.937775698
976,48137,2648137,,,,,,,,,1250824243.86816,275292.722303308
977,48050,2648050,,,,,,,,,519682754.852539,102835.026279302
978,49808,2649808,,,,,,,,,6091091874.9668,757442.163924676
979,49458,2649458,,,,,,,,,201507271.363281,95715.1288842833
980,49342,2649342,,,,,,,,,1299595281.68652,284344.777138133
981,49874,2649874,,,,,,,,,1109227544.5293,353520.434612882
982,49812,2649812,,,,,,,,,1993547196.01367,329080.557785796
983,48667,2648667,,,,,,,,,9531351.97558594,15064.4879305754
984,49322,2649322,,,,,,,,,737145681.263672,174958.531648163
985,48654,2648654,,,,,,,,,2668079299.08301,363177.343562301
986,49460,2649460,,,,,,,,,1717624490.20752,398576.801691087
987,48063,2648063,,,,,,,,,1032694368.25439,128514.648380371
988,48414,2648414,,,,,,,,,926237939.05127,195599.892659546
989,48733,2648733,,,,,,,,,1397144159.5498,253551.030885448
