OBJECTID,ZCTA5CE10,GEOID10,FreeEligible,ReducedEligible,NotEligible,Total,FreeReducedEligible,PCT_Free,PCT_Reduced,PCT_FreeReduced,Shape__Area,Shape__Length
265,49266,2649266,,,,,,,,,1249369978.45313,272784.209378224
266,48432,2648432,,,,,,,,,939361140.084961,252624.530060278
267,48735,2648735,,,,,,,,,1045124644.69336,218651.000666502
268,48921,2648921,,,,,,,,,10972110.2368164,16652.2424172507
269,48748,2648748,,,,,,,,,1327456263.60254,392052.503062203
270,49903,2649903,,,,,,,,,5283375637.43359,660288.542650583
271,49074,2649074,,,,,,,,,1978576.15942383,6311.70312599655
272,49403,2649403,,,,,,,,,1324053667.65332,250861.618579743
273,48760,2648760,,,,,,,,,783015062.908691,146084.548390302
274,49253,2649253,,,,,,,,,763928140.388306,150380.47758527
275,49689,2649689,,,,,,,,,2244576383.07715,334574.193552187
276,49634,2649634,,,,,,,,,4167127.49902344,9835.97376027818
277,49411,2649411,,,,,,,,,2478659059.64258,402829.915306518
278,48886,2648886,,,,,,,,,862707781.218262,195177.69567812
279,49337,2649337,,,,,,,,,3364601121.48145,444770.72235697
280,48177,2648177,,,,,,,,,17331653.2049561,21881.1932405931
281,48191,2648191,,,,,,,,,455247133.669189,123685.459756954
282,49339,2649339,,,,,,,,,857414822.618164,167249.937406426
283,49349,2649349,,,,,,,,,5497811843.02441,496464.431450571
284,49452,2649452,,,,,,,,,1291736615.12109,246924.647669972
285,49436,2649436,,,,,,,,,1074102749.9541,166107.219186911
286,49910,2649910,,,,,,,,,3667336276.0957,495779.335870528
287,48649,2648649,,,,,,,,,727020211.842285,155936.506815862
288,48472,2648472,,,,,,,,,2129008115.10156,301154.220748627
289,48427,2648427,,,,,,,,,2733088544.94629,351733.944030535
290,49027,2649027,,,,,,,,,12236955.8474121,18666.8963610474
291,48109,2648109,,,,,,,,,27228187.3493652,57334.8130290702
292,49885,2649885,,,,,,,,,4144618353.98828,475076.926818819
293,49056,2649056,,,,,,,,,1631430453.05981,308219.313161144
294,49776,2649776,,,,,,,,,3496326780.58594,416521.434124956
295,48766,2648766,,,,,,,,,1466999628.72363,216112.843084501
296,49050,2649050,,,,,,,,,714082785.692871,225137.561832875
297,48747,2648747,,,,,,,,,858321202.297852,157064.172993813
298,48613,2648613,,,,,,,,,1711330229.92188,246074.912793382
299,49129,2649129,,,,,,,,,152726385.911621,84574.257381447
300,49029,2649029,,,,,,,,,943389111.507324,191238.824282883
301,49033,2649033,,,,,,,,,910559606.598145,204004.88241183
302,49718,2649718,,,,,,,,,1941416277.66797,358403.156265104
303,48848,2648848,240,73,818,1131,313,0.212201591511936,0.0645446507515473,0.276746242263484,1975343060.90186,354383.603293158
304,48820,2648820,43,3,206,252,46,0.170634920634921,0.0119047619047619,0.182539682539683,1846264151.74805,277554.662490662
305,49733,2649733,276,27,247,550,303,0.501818181818182,0.0490909090909091,0.550909090909091,3563614454.16211,473290.460884564
306,49854,2649854,838,125,492,1455,963,0.575945017182131,0.0859106529209622,0.661855670103093,15493655273.3223,1054087.86211243
307,49870,2649870,306,42,360,708,348,0.432203389830508,0.0593220338983051,0.491525423728814,1550761769.77539,350008.756599833
308,48827,2648827,1102,256,1189,2547,1358,0.432665881429132,0.10051040439733,0.533176285826462,3134988061.1604,400442.961869655
309,48876,2648876,345,48,452,845,393,0.408284023668639,0.0568047337278106,0.46508875739645,391102130.293457,143807.533387457
310,49740,2649740,130,34,602,766,164,0.169712793733681,0.0443864229765013,0.214099216710183,3926510214.67188,335518.32848844
311,48436,2648436,74,5,82,161,79,0.459627329192547,0.031055900621118,0.490683229813665,890797270.678223,158389.397032806
312,49938,2649938,441,52,305,798,493,0.552631578947368,0.0651629072681704,0.617794486215539,7253118168.27344,827043.205887462
313,49969,2649969,88,20,36,144,108,0.611111111111111,0.138888888888889,0.75,7954701053.19727,422148.363967592
314,49649,2649649,633,108,785,1526,741,0.41480996068152,0.0707732634338139,0.485583224115334,2908242125.2666,393521.287579709
315,49686,2649686,1695,294,3456,5445,1989,0.31129476584022,0.0539944903581267,0.365289256198347,4163512834.89355,571957.933060048
316,48856,2648856,375,35,339,749,410,0.500667556742323,0.0467289719626168,0.54739652870494,766841193.212891,143814.445116192
317,49220,2649220,410,72,367,849,482,0.482921083627797,0.0848056537102474,0.567726737338045,796924428.923462,229873.011902554
318,49288,2649288,137,13,77,227,150,0.60352422907489,0.0572687224669604,0.66079295154185,1053731855.66834,206250.564575814
319,49262,2649262,157,24,74,255,181,0.615686274509804,0.0941176470588235,0.709803921568627,639829271.988525,160409.990071635
320,48755,2648755,393,61,458,912,454,0.430921052631579,0.0668859649122807,0.49780701754386,1631358327.69727,340464.111382012
321,48726,2648726,384,87,497,968,471,0.396694214876033,0.0898760330578512,0.486570247933884,3558726134.67969,424956.166743724
322,48475,2648475,270,41,397,708,311,0.38135593220339,0.057909604519774,0.439265536723164,3002679318.95313,412548.93108526
323,49251,2649251,534,113,684,1331,647,0.401202103681443,0.0848985725018783,0.486100676183321,1633730259.34717,270436.146642871
324,48895,2648895,299,45,1463,1807,344,0.165467625899281,0.0249031543995573,0.190370780298838,2327239848.09961,281854.142460347
325,49331,2649331,806,213,2297,3316,1019,0.243063932448733,0.0642340168878166,0.30729794933655,2599118992.24463,333627.39349368
326,49230,2649230,522,61,724,1307,583,0.399387911247131,0.0466717674062739,0.446059678653405,2010268674.01514,275982.744053212
327,49024,2649024,1584,301,4297,6182,1885,0.256227758007117,0.0486897444192818,0.304917502426399,483237442.16748,114216.463705058
328,49341,2649341,913,161,6291,7365,1074,0.123964697895451,0.0218601493550577,0.145824847250509,2420281117.98242,366433.385623602
329,49321,2649321,924,157,796,1877,1081,0.492274906766116,0.0836441129461907,0.575919019712307,735079687.594238,176594.013166891
330,49418,2649418,1313,361,3451,5125,1674,0.25619512195122,0.0704390243902439,0.326634146341463,544481711.513672,143064.406851994
331,48412,2648412,26,11,27,64,37,0.40625,0.171875,0.578125,1422898816.50537,245929.65425079
332,48444,2648444,991,180,880,2051,1171,0.483178937103852,0.0877620672842516,0.570941004388103,2264652095.53125,300263.726492201
333,49664,2649664,167,36,496,699,203,0.238912732474964,0.0515021459227468,0.290414878397711,1668238837.23828,248769.566841582
334,49286,2649286,312,46,873,1231,358,0.253452477660439,0.0373679935012185,0.290820471161657,1678241403.66455,346729.880666764
335,48176,2648176,366,90,2523,2979,456,0.122860020140987,0.0302114803625378,0.153071500503525,2083953591.85278,288349.289565542
336,48114,2648114,392,70,2075,2537,462,0.15451320457233,0.0275916436736303,0.18210484824596,968817003.244629,219851.107650256
337,48855,2648855,245,47,810,1102,292,0.222323049001815,0.0426497277676951,0.26497277676951,2578254612.41113,319626.964117636
338,48353,2648353,471,106,3178,3755,577,0.1254327563249,0.0282290279627164,0.153661784287617,391569950.770996,111332.984417695
339,48313,2648313,3067,463,5008,8538,3530,0.359217615366596,0.0542281564769267,0.413445771843523,257331037.961914,84151.6246710831
340,48091,2648091,3500,226,627,4353,3726,0.804043188605559,0.0519182173213876,0.855961405926947,222765999.932129,64094.0929001314
341,48316,2648316,1249,238,5862,7349,1487,0.169955095931419,0.032385358552184,0.202340454483603,316291314.338379,74317.126375105
342,48047,2648047,901,159,3025,4085,1060,0.220563035495716,0.0389228886168911,0.259485924112607,646986289.293945,140373.937292451
343,48045,2648045,1432,205,2386,4023,1637,0.355953268704947,0.0509569972657221,0.406910265970669,664516841.070313,117568.611354574
344,49668,2649668,407,46,102,555,453,0.733333333333333,0.0828828828828829,0.816216216216216,3052574852.91211,422513.736267247
345,49307,2649307,1207,188,1295,2690,1395,0.448698884758364,0.0698884758364312,0.518587360594795,3881385229.17578,434293.0336416
346,48640,2648640,1692,190,3807,5689,1882,0.297416066092459,0.0333977851995078,0.330813851291967,2918552300.08887,458247.374572038
347,48179,2648179,158,8,152,318,166,0.49685534591195,0.0251572327044025,0.522012578616352,692443883.511963,169571.994532274
348,48891,2648891,357,79,216,652,436,0.547546012269939,0.121165644171779,0.668711656441718,1205987492.43896,249157.046815547
349,49425,2649425,540,49,271,860,589,0.627906976744186,0.0569767441860465,0.684883720930233,1810841495.31982,307300.250683522
350,49404,2649404,869,192,1598,2659,1061,0.326814591951862,0.0722075968409176,0.399022188792779,1753861694.54395,314663.680107305
351,49451,2649451,388,86,542,1016,474,0.381889763779528,0.0846456692913386,0.466535433070866,2346013925.86914,296310.540916514
352,49421,2649421,578,81,297,956,659,0.604602510460251,0.0847280334728033,0.689330543933054,3778576972.73047,453291.53736514
353,48340,2648340,2939,97,400,3436,3036,0.855355064027939,0.0282305005820722,0.883585564610012,211734777.057129,80400.551358838
354,48220,2648220,1725,188,1063,2976,1913,0.579637096774194,0.0631720430107527,0.642809139784946,123545424.525879,56216.4514013448
355,48329,2648329,2097,276,2246,4619,2373,0.453994371075991,0.05975319333189,0.513747564407881,345064816.96875,118186.216954637
356,48076,2648076,1650,243,1304,3197,1893,0.516108852048796,0.0760087582108226,0.592117610259618,198439216.345215,62034.098992938
357,48393,2648393,478,56,1304,1838,534,0.26006528835691,0.0304678998911861,0.290533188248096,375802939.031738,110482.302977472
358,48359,2648359,254,59,834,1147,313,0.221447253705318,0.051438535309503,0.272885789014821,308486268.53418,104988.167042993
359,48167,2648167,210,26,2467,2703,236,0.0776914539400666,0.0096189419163892,0.0873103958564558,501305813.368164,186513.015568843
360,48070,2648070,10,0,470,480,10,0.0208333333333333,0,0.0208333333333333,41511200.7075195,26566.1161247156
361,49455,2649455,738,121,243,1102,859,0.669691470054447,0.109800362976407,0.779491833030853,2487919788.77051,419925.386382551
362,49925,2649925,106,16,82,204,122,0.519607843137255,0.0784313725490196,0.598039215686274,3548850465.62695,488739.22997254
363,48616,2648616,657,101,654,1412,758,0.465297450424929,0.0715297450424929,0.536827195467422,2256637476.19971,315218.277036435
364,48607,2648607,127,0,0,127,127,1,0,1,26357146.5302734,26963.4524825505
365,48079,2648079,494,59,1537,2090,553,0.236363636363636,0.0282296650717703,0.264593301435407,1202029388.07471,154229.051193139
366,48060,2648060,3432,237,1893,5562,3669,0.617044228694714,0.0426105717367853,0.659654800431499,667605220.801758,144014.389763263
367,48059,2648059,1027,127,1752,2906,1154,0.353406744666208,0.0437026841018582,0.397109428768066,1081367702.06201,183073.20071978
368,48723,2648723,987,134,717,1838,1121,0.536996735582155,0.072905331882481,0.609902067464635,3700652570.10059,385363.330934974
369,48197,2648197,3941,426,3331,7698,4367,0.511951156144453,0.0553390491036633,0.567290205248116,1202956527.13721,210153.471834306
370,48207,2648207,4665,272,1146,6083,4937,0.76689133651159,0.0447147788919941,0.811606115403584,178480348.045898,97546.2540646011
371,48174,2648174,2758,286,1183,4227,3044,0.652472202507689,0.0676602791577951,0.720132481665484,1154584183.47583,262991.055213012
372,48188,2648188,625,91,2144,2860,716,0.218531468531469,0.0318181818181818,0.25034965034965,503275556.139404,95606.4842881331
373,48126,2648126,11149,411,1247,12807,11560,0.870539548684313,0.0320918247833216,0.902631373467635,275817089.523682,115823.42803198
374,48228,2648228,4915,90,328,5333,5005,0.921620101256329,0.0168760547534221,0.938496156009751,240005915.887207,94663.0918082456
375,48219,2648219,4865,157,515,5537,5022,0.878634639696587,0.0283547047137439,0.906989344410331,234397032.666992,72723.3636361511
376,48203,2648203,1704,3,153,1860,1707,0.916129032258065,0.00161290322580645,0.917741935483871,223591110.626709,69684.1976915681
377,48138,2648138,172,22,1644,1838,194,0.0935799782372144,0.0119695321001088,0.105549510337323,298961164.141602,154778.340273414
378,49323,2649323,226,77,532,835,303,0.270658682634731,0.0922155688622754,0.362874251497006,1375342647.62158,279108.554991635
379,49316,2649316,887,246,3734,4867,1133,0.182247791247175,0.0505444832545716,0.232792274501746,1616526036.03467,229571.893024837
380,49744,2649744,106,24,83,213,130,0.497652582159624,0.112676056338028,0.610328638497653,990943452.137695,192140.118707664
381,49629,2649629,303,44,749,1096,347,0.276459854014599,0.0401459854014599,0.316605839416058,259553782.456055,84514.1909931692
382,48849,2648849,554,137,962,1653,691,0.335148215366001,0.0828796128251664,0.418027828191168,2340086687.92529,311038.633712394
383,48611,2648611,645,128,1825,2598,773,0.248267898383372,0.0492686682063125,0.297536566589684,1072936917.95801,183049.522021321
384,49616,2649616,213,30,143,386,243,0.551813471502591,0.077720207253886,0.629533678756477,1040216528.55957,184919.070880199
385,49107,2649107,737,119,718,1574,856,0.468233799237611,0.0756035578144854,0.543837357052097,1866582283.88684,266215.565161683
386,49036,2649036,1983,185,1314,3482,2168,0.569500287191269,0.053130384836301,0.62263067202757,4608185487.90881,446114.670791641
387,49245,2649245,546,73,450,1069,619,0.510757717492984,0.068288119738073,0.579045837231057,2715786147.98975,288471.881674092
388,49031,2649031,556,73,322,951,629,0.584647739221872,0.0767613038906414,0.661409043112513,3326432648.39844,445527.987382438
389,49769,2649769,272,43,176,491,315,0.553971486761711,0.0875763747454175,0.641547861507128,1570050726.58008,289374.957342107
390,49725,2649725,50,7,26,83,57,0.602409638554217,0.0843373493975904,0.686746987951807,1843213146.07813,239892.723746575
391,48622,2648622,767,79,391,1237,846,0.620048504446241,0.0638641875505255,0.683912691996766,2684732928.86816,329267.868199706
392,48894,2648894,149,30,636,815,179,0.182822085889571,0.0368098159509202,0.219631901840491,803447671.577148,167164.614069182
393,49837,2649837,582,56,952,1590,638,0.366037735849057,0.0352201257861635,0.40125786163522,2154172701.83984,414681.328768527
394,48504,2648504,3942,111,302,4355,4053,0.905166475315729,0.02548794489093,0.930654420206659,432792065.169922,130741.235851886
395,48463,2648463,632,102,418,1152,734,0.548611111111111,0.0885416666666667,0.637152777777778,991446245.813477,200441.867360084
396,49620,2649620,175,39,199,413,214,0.423728813559322,0.0944309927360775,0.518159806295399,1466828264.35742,314927.744920345
397,48637,2648637,275,42,294,611,317,0.450081833060556,0.0687397708674304,0.518821603927987,2030655636.00244,303765.551518368
398,48850,2648850,579,84,521,1184,663,0.48902027027027,0.0709459459459459,0.559966216216216,2287107323.17334,355552.974883617
399,49336,2649336,670,83,402,1155,753,0.58008658008658,0.0718614718614719,0.651948051948052,2211106773.39258,285711.534218567
400,49631,2649631,652,42,277,971,694,0.671472708547889,0.043254376930999,0.714727085478888,4260966552.51758,562515.19401032
401,49887,2649887,42,22,66,130,64,0.323076923076923,0.169230769230769,0.492307692307692,6378253578.0332,749560.497102354
402,49657,2649657,408,109,533,1050,517,0.388571428571429,0.103809523809524,0.492380952380952,2705465900.44629,405778.704438893
403,48117,2648117,1014,133,1148,2295,1147,0.441830065359477,0.0579520697167756,0.499782135076253,1538692509.65698,245660.676785198
404,48134,2648134,1601,141,2419,4161,1742,0.384763278058159,0.033886085075703,0.418649363133862,512051893.552246,160545.668979005
405,48111,2648111,2709,243,2439,5391,2952,0.502504173622705,0.0450751252086811,0.547579298831386,1945053482.68579,234499.232231826
406,48888,2648888,569,79,394,1042,648,0.546065259117082,0.0758157389635317,0.621880998080614,2517462737.20605,338006.491030842
407,49444,2649444,975,59,313,1347,1034,0.723830734966592,0.0438010393466964,0.767631774313289,677689599.338379,259288.51143478
408,49441,2649441,2971,360,2368,5699,3331,0.52131952974206,0.0631689770135111,0.584488506755571,1007228131.96875,217253.134194496
409,48341,2648341,623,20,234,877,643,0.710376282782212,0.0228050171037628,0.733181299885975,184853426.221191,104287.320447794
410,48302,2648302,310,42,2996,3348,352,0.0925925925925926,0.0125448028673835,0.105137395459976,342119229.350098,105004.141315431
411,48304,2648304,304,39,2647,2990,343,0.101672240802676,0.0130434782608696,0.114715719063545,317718410.703613,87748.9067436961
412,48348,2648348,153,16,1365,1534,169,0.0997392438070404,0.0104302477183833,0.110169491525424,949222735.102539,184137.969609348
413,48346,2648346,1099,152,4339,5590,1251,0.196601073345259,0.0271914132379249,0.223792486583184,524928970.194824,121144.327956273
414,48237,2648237,4763,159,1651,6573,4922,0.724631066484102,0.0241898676403469,0.748820934124449,143589203.791016,58545.8435441518
415,48025,2648025,365,41,2655,3061,406,0.119242077752369,0.0133943155831428,0.132636393335511,224238948.387207,82546.5087932432
416,48017,2648017,554,83,968,1605,637,0.345171339563863,0.0517133956386293,0.396884735202492,61169624.8305664,38403.0521513809
417,48621,2648621,188,39,73,300,227,0.626666666666667,0.13,0.756666666666667,1595126761.66602,306789.550411103
418,49965,2649965,7,0,2,9,7,0.777777777777778,0,0.777777777777778,5866888779.5918,479992.9209416
419,48854,2648854,1012,168,2341,3521,1180,0.287418347060494,0.047713717693837,0.335132064754331,3117641791.95801,400917.107170146
420,49879,2649879,56,11,43,110,67,0.509090909090909,0.1,0.609090909090909,4168597379.68555,557093.250730349
421,49340,2649340,662,99,498,1259,761,0.525814138204925,0.0786338363780778,0.604447974583002,2432472799.72949,383514.699618791
422,49505,2649505,1500,138,940,2578,1638,0.581846392552366,0.0535298681148177,0.635376260667184,254311552.412109,80519.1680538703
423,49327,2649327,985,116,745,1846,1101,0.533586132177681,0.0628385698808234,0.596424702058505,2638439348.83203,358345.871377019
424,48455,2648455,122,18,200,340,140,0.358823529411765,0.0529411764705882,0.411764705882353,1881051370.09717,384864.465539841
425,49265,2649265,401,96,805,1302,497,0.307987711213518,0.0737327188940092,0.381720430107527,899122910.606445,179120.529762582
426,48005,2648005,305,61,1446,1812,366,0.16832229580574,0.0336644591611479,0.201986754966887,1018390411.00537,127784.16387385
427,49841,2649841,663,82,316,1061,745,0.6248821866164,0.0772855796418473,0.702167766258247,5488792391.87109,584876.207643775
428,48001,2648001,593,104,834,1531,697,0.387328543435663,0.0679294578706728,0.455258001306336,659152431.838379,176252.782661765
429,48039,2648039,518,99,851,1468,617,0.352861035422343,0.0674386920980926,0.420299727520436,693494269.350098,112629.871054597
430,48768,2648768,708,55,384,1147,763,0.617262423714037,0.047951176983435,0.665213600697472,2942242925.40625,402429.672067773
431,49057,2649057,531,49,141,721,580,0.736477115117892,0.0679611650485437,0.804438280166435,1464322674.84082,249112.710136029
432,48211,2648211,582,5,14,601,587,0.968386023294509,0.00831946755407654,0.976705490848586,116760605.813721,73661.3160527818
433,48120,2648120,863,39,91,993,902,0.86908358509567,0.0392749244712991,0.908358509566969,90441742.3400879,68392.5476174626
434,48201,2648201,3091,120,1018,4229,3211,0.730905651454244,0.0283755024828565,0.759281153937101,55897578.4987793,46716.3131174728
435,48127,2648127,5843,298,1349,7490,6141,0.780106809078772,0.0397863818424566,0.819893190921228,214685825.135742,73959.272114342
436,49348,2649348,851,238,1383,2472,1089,0.344255663430421,0.0962783171521036,0.440533980582524,1906167490.7583,353320.513991496
437,49453,2649453,127,25,335,487,152,0.260780287474333,0.0513347022587269,0.31211498973306,330809522.744141,106118.524957254
438,49315,2649315,1050,289,3636,4975,1339,0.21105527638191,0.0580904522613065,0.269145728643216,1492864177.32324,275768.801279545
439,48658,2648658,752,117,596,1465,869,0.513310580204778,0.0798634812286689,0.593174061433447,2439151980.33398,339775.870213227
440,49046,2649046,597,81,612,1290,678,0.462790697674419,0.0627906976744186,0.525581395348837,2408765539.94165,342596.074923059
441,49060,2649060,74,20,206,300,94,0.246666666666667,0.0666666666666667,0.313333333333333,588971102.854248,152641.722070821
442,49021,2649021,343,28,229,600,371,0.571666666666667,0.0466666666666667,0.618333333333333,2600797316.84473,327109.59923658
443,48634,2648634,69,19,64,152,88,0.453947368421053,0.125,0.578947368421053,1364923481.7793,303646.335404163
444,48708,2648708,1750,168,815,2733,1918,0.640321990486645,0.0614709110867179,0.701792901573363,800276342.176758,174143.600404339
445,49635,2649635,213,24,218,455,237,0.468131868131868,0.0527472527472527,0.520879120879121,1766700676.18555,313470.745327431
446,49684,2649684,1841,409,3595,5845,2250,0.31497005988024,0.0699743370402053,0.384944396920445,3514982589.70801,568075.591340584
447,49255,2649255,279,24,203,506,303,0.551383399209486,0.0474308300395257,0.598814229249012,1124550902.24554,249703.962407764
448,49011,2649011,103,9,196,308,112,0.334415584415584,0.0292207792207792,0.363636363636364,908030208.898438,204091.274216838
449,49037,2649037,2439,181,479,3099,2620,0.78702807357212,0.058405937399161,0.845434010971281,704625541.643066,168261.711281073
450,49015,2649015,2255,379,2255,4889,2634,0.461239517283698,0.0775209654326038,0.538760482716302,673595124.901611,144266.776071397
451,49034,2649034,101,38,143,282,139,0.358156028368794,0.134751773049645,0.49290780141844,1062741611.36597,207229.701401688
452,49093,2649093,1255,174,1078,2507,1429,0.500598324690866,0.0694056641404069,0.570003988831272,3127962678.07227,402766.933606607
453,49782,2649782,12,6,28,46,18,0.260869565217391,0.130434782608696,0.391304347826087,2086268105.89453,597257.369206728
454,48506,2648506,2401,193,822,3416,2594,0.702868852459016,0.0564988290398126,0.759367681498829,550849369.168945,140324.746626676
455,48420,2648420,1396,247,1419,3062,1643,0.455911169170477,0.0806662312214239,0.536577400391901,1805899057.01904,281122.716122657
456,48418,2648418,396,66,600,1062,462,0.372881355932203,0.0621468926553672,0.435028248587571,1101367464.35938,219829.380070119
457,48746,2648746,563,58,594,1215,621,0.463374485596708,0.0477366255144033,0.511111111111111,2287174437.13525,316342.524358771
458,48438,2648438,190,18,834,1042,208,0.182341650671785,0.017274472168906,0.199616122840691,919028105.560547,209080.543372312
459,48442,2648442,1221,208,2205,3634,1429,0.33599339570721,0.0572372041827188,0.393230599889928,2483145396.71582,341833.054365676
460,49911,2649911,226,12,180,418,238,0.54066985645933,0.0287081339712919,0.569377990430622,1159599997.17773,222235.467693254
461,48801,2648801,1135,92,891,2118,1227,0.535882908404155,0.0434372049102927,0.579320113314448,2008747928.2002,308413.143810254
462,48445,2648445,201,23,193,417,224,0.482014388489209,0.0551558752997602,0.537170263788969,1575627777.40527,348112.123590553
463,48912,2648912,677,52,207,936,729,0.723290598290598,0.0555555555555556,0.778846153846154,135615818.630371,79084.6891051435
464,49935,2649935,503,66,272,841,569,0.598097502972652,0.0784780023781213,0.676575505350773,13641476692.043,841540.623529527
465,49203,2649203,3352,356,1825,5533,3708,0.605819627688415,0.0643412253750226,0.670160853063438,756333376.076172,218809.043709057
466,49345,2649345,996,151,1321,2468,1147,0.403565640194489,0.0611831442463533,0.464748784440843,1499964008.54199,244615.986813035
467,49548,2649548,4650,551,1130,6331,5201,0.734481124624862,0.0870320644447955,0.821513189069657,295358296.944336,113298.798451594
468,49306,2649306,157,77,875,1109,234,0.141568981064022,0.0694319206492336,0.211000901713255,566021439.238281,209709.132354797
469,49229,2649229,130,26,190,346,156,0.375722543352601,0.0751445086705202,0.450867052023121,1538971754.98999,293811.024121883
470,48843,2648843,1622,344,4812,6778,1966,0.2393036293892,0.0507524343464149,0.290056063735615,2587005031.38574,337447.09077681
471,48836,2648836,849,171,1833,2853,1020,0.297581493165089,0.0599369085173502,0.35751840168244,2601506786.94531,346013.838723889
472,49827,2649827,111,32,92,235,143,0.472340425531915,0.136170212765957,0.608510638297872,2929773648.98047,343801.443660142
473,49820,2649820,73,13,32,118,86,0.61864406779661,0.110169491525424,0.728813559322034,579638912.630859,209087.642965498
474,48314,2648314,586,85,366,1037,671,0.565091610414658,0.0819672131147541,0.647058823529412,215789098.883789,70442.9996408508
475,48038,2648038,2182,293,4133,6608,2475,0.330205811138015,0.0443401937046005,0.374546004842615,306027066.192871,95646.4811022819
476,48026,2648026,1553,299,2109,3961,1852,0.392072708911891,0.075485988386771,0.467558697298662,115873756.980957,43019.9566042368
477,49619,2649619,356,43,122,521,399,0.683301343570058,0.0825335892514395,0.765834932821497,1777380919.86426,315899.38139265
478,49338,2649338,10,1,3,14,11,0.714285714285714,0.0714285714285714,0.785714285714286,1474880072.37207,289845.487793179
479,49858,2649858,714,125,648,1487,839,0.480161398789509,0.0840618695359785,0.564223268325488,2616198123.59082,354217.669127777
480,48166,2648166,585,91,752,1428,676,0.409663865546218,0.0637254901960784,0.473389355742297,775304020.731445,180139.251311457
481,48161,2648161,2237,247,1857,4341,2484,0.515319050909929,0.0568993319511633,0.572218382861092,1300603929.10828,232292.48539263
482,49270,2649270,183,23,438,644,206,0.28416149068323,0.0357142857142857,0.319875776397516,1260958431.16016,267004.895705267
483,49461,2649461,824,91,1111,2026,915,0.406712734452122,0.0449160908193485,0.451628825271471,1343909046.16797,263282.629691304
484,48386,2648386,484,55,759,1298,539,0.372881355932203,0.0423728813559322,0.415254237288136,533532277.288574,121508.675132127
485,48326,2648326,1042,87,1060,2189,1129,0.476016445865692,0.0397441754225674,0.51576062128826,498907862.296387,145029.050711004
486,48390,2648390,1324,178,3601,5103,1502,0.259455222418185,0.0348814422888497,0.294336664707035,376531975.666016,103941.979743373
487,48374,2648374,257,33,3855,4145,290,0.0620024125452352,0.00796139927623643,0.0699638118214717,256340445.115234,68197.7265450405
488,48377,2648377,366,49,760,1175,415,0.311489361702128,0.0417021276595745,0.353191489361702,292508057.07959,76445.1117979305
489,48342,2648342,2135,37,277,2449,2172,0.871784401796652,0.0151082074316047,0.886892609228256,161294889.667969,76137.6998593169
490,48327,2648327,772,125,505,1402,897,0.550641940085592,0.0891583452211127,0.639800285306705,329454115.834961,89687.6588127983
491,48367,2648367,116,18,621,755,134,0.15364238410596,0.023841059602649,0.177483443708609,680738297.366699,113095.347453793
492,49428,2649428,1100,417,3507,5024,1517,0.218949044585987,0.0830015923566879,0.301950636942675,480132843.716797,122421.433716015
493,48601,2648601,3317,66,474,3857,3383,0.859994814622764,0.01711174487944,0.877106559502204,3058471883.67773,381384.350724523
494,48460,2648460,130,6,330,466,136,0.278969957081545,0.0128755364806867,0.291845493562232,951273992.286621,158796.868069969
495,48602,2648602,2848,115,874,3837,2963,0.74224654678134,0.0299713317696117,0.772217878550951,226597445.152344,73868.269145885
496,48074,2648074,922,86,553,1561,1008,0.590647021140295,0.0550928891736067,0.645739910313901,1042015430.25928,132167.968086518
497,48054,2648054,66,8,250,324,74,0.203703703703704,0.0246913580246914,0.228395061728395,1176196714.51953,139629.851441857
498,48022,2648022,65,14,124,203,79,0.320197044334975,0.0689655172413793,0.389162561576355,985511481.668457,126048.689700075
499,48817,2648817,771,126,776,1673,897,0.460848774656306,0.0753138075313808,0.536162582187687,1658820949.04004,289532.953588241
500,48198,2648198,2069,111,1198,3378,2180,0.612492599171107,0.0328596802841918,0.645352279455299,960480216.723877,162125.476502132
501,48130,2648130,343,41,3230,3614,384,0.0949086884338683,0.0113447703375761,0.106253458771444,1762509991.2334,263032.845560976
502,48204,2648204,1945,32,267,2244,1977,0.866755793226381,0.0142602495543672,0.881016042780749,139707037.131836,50996.762287999
503,48173,2648173,742,88,2196,3026,830,0.245208195637806,0.0290812954395241,0.27428949107733,385685222.505859,124599.789486865
504,48141,2648141,1208,44,349,1601,1252,0.754528419737664,0.0274828232354778,0.782011242973142,174320362.721436,52712.7343313743
505,48229,2648229,834,7,195,1036,841,0.805019305019305,0.00675675675675676,0.811776061776062,78664841.1508789,45206.9359759114
506,48184,2648184,1984,62,1554,3600,2046,0.551111111111111,0.0172222222222222,0.568333333333333,196016401.722656,85278.6224534715
507,48186,2648186,2402,100,1929,4431,2502,0.542089821710675,0.0225682690137666,0.564658090724441,230406367.767578,95206.2183469564
508,48226,2648226,197,21,51,269,218,0.732342007434944,0.0780669144981413,0.810408921933085,34415725.7226563,40734.2570298891
509,49895,2649895,483,106,418,1007,589,0.479642502482622,0.105263157894737,0.584905660377358,6333725287.47461,851898.489776667
510,49080,2649080,811,103,1593,2507,914,0.323494216194655,0.0410849621061029,0.364579178300758,2236188638.0874,363771.563852724
511,49615,2649615,154,19,208,381,173,0.404199475065617,0.0498687664041995,0.454068241469816,2236105638.68457,278793.450369356
512,48897,2648897,70,17,83,170,87,0.411764705882353,0.1,0.511764705882353,909291515.730469,168359.610468859
513,48706,2648706,2825,377,2195,5397,3202,0.523438947563461,0.0698536223828053,0.593292569946266,2068276500.60449,290058.340848609
