zcta19,zcta_area,count_ntm_stops,totpop13_17,stops_per_capita,stops_per_sqmile
"21218",4.305586,189,48815,3.87176,43.89646
"21219",12.3645,4,9529,.419771,.3235067
"21220",28.03104,35,40444,.865394,1.248616
"21221",21.05603,69,42099,1.63899,3.27697
"21222",13.16596,112,54771,2.04488,8.506788
"21223",2.650332,145,23811,6.08962,54.71013
"21224",12.90158,175,50957,3.43427,13.56423
"21225",6.711384,94,33001,2.8484,14.00605
"21226",16.66904,35,7770,4.5045,2.0997
"21227",11.75021,113,33926,3.33078,9.616849
"21228",15.54438,100,47806,2.09179,6.433194
"21229",5.883554,153,48225,3.17263,26.00469
"21230",8.363842,171,34657,4.93407,20.44515
"21231",1.019426,68,16729,4.0648,66.70419
"21234",12.98732,53,69649,.760958,4.080903
"21236",8.577713,30,39333,.762718,3.497436
"21237",11.76125,96,30085,3.19096,8.162395
"21239",3.235433,84,32065,2.61968,25.96252
"21240",4.847054,22,0,,4.538839
"21244",13.48474,59,36211,1.62934,4.375318
"21250",.2450664,3,2511,1.19474,12.24158
"21251",.1763039,3,881,3.40522,17.01607
"21252",.1448485,2,2605,.767754,13.80753
"21286",8.932425,51,20806,2.45122,5.709536
"21401",22.03551,168,36129,4.65,7.624057
"21402",2.952711,8,6229,1.28432,2.709374
"21403",13.82464,63,30894,2.03923,4.557081
"21405",1.745094,0,360,0,0
"21409",18.50051,5,20486,.244069,.2702628
"21502",91.19432,0,42716,0,0
"21520",61.21162,0,2230,0,0
"21521",23.21125,0,1118,0,0
"21522",2.581459,0,120,0,0
"21523",.7308192,0,185,0,0
"21524",3.459223,0,593,0,0
"21529",3.655812,0,511,0,0
"21530",56.59631,0,1672,0,0
"21531",62.7481,0,2058,0,0
"21532",78.00977,0,15396,0,0
"21536",99.64445,0,4072,0,0
"21538",18.07795,0,425,0,0
"21539",34.71252,0,2716,0,0
"21540",.3124852,0,85,0,0
"21541",27.55027,0,1229,0,0
"21542",.6858356,0,678,0,0
"21543",1.361305,0,182,0,0
"21545",14.38475,0,1918,0,0
"21550",206.0274,0,14504,0,0
"21555",108.2289,0,1755,0,0
"21557",27.41291,0,1672,0,0
"21561",96.03014,0,2517,0,0
"21562",29.16662,0,3249,0,0
"21601",130.1434,0,23982,0,0
"21607",18.30062,0,827,0,0
"21610",3.170584,0,415,0,0
"21612",12.10122,0,338,0,0
"21613",195.4388,0,17471,0,0
"21617",118.2478,0,10564,0,0
"21619",19.1325,1,6168,.162127,.0522671
"21620",133.6982,0,12584,0,0
"21622",66.78036,0,1068,0,0
"21623",38.26236,0,1947,0,0
"21624",3.491153,0,180,0,0
"21625",42.28604,0,2745,0,0
"21626",32.30491,0,124,0,0
"21627",1.605755,0,21,0,0
"21628",1.256101,0,750,0,0
"21629",85.3339,0,9595,0,0
"21631",30.21714,0,2288,0,0
"21632",74.60564,0,5855,0,0
"21634",12.7439,0,91,0,0
"21635",32.32107,0,2037,0,0
"21636",22.1487,0,1022,0,0
"21638",15.30287,0,5154,0,0
"21639",32.96011,0,4540,0,0
"21640",27.72296,0,1617,0,0
"21641",.0923576,0,89,0,0
"21643",49.69498,0,5918,0,0
"21644",4.301435,0,205,0,0
"21645",41.1007,0,1148,0,0
"21647",3.932115,0,161,0,0
"21648",21.80868,0,292,0,0
"21649",17.0415,0,1836,0,0
"21650",11.12464,0,144,0,0
"21651",39.70689,0,2994,0,0
"21652",1.652781,0,125,0,0
"21653",.2215574,0,91,0,0
"21654",14.78628,0,1047,0,0
"21655",56.34158,0,5394,0,0
"21657",24.90883,0,902,0,0
"21658",46.56195,0,3784,0,0
"21659",49.25915,0,1306,0,0
"21660",33.23311,0,3913,0,0
"21661",54.40192,0,2493,0,0
"21662",13.6617,0,471,0,0
"21663",18.92056,0,3161,0,0
"21664",.4599006,0,620,0,0
"21665",9.053278,0,303,0,0
"21666",32.82481,1,11973,.083521,.0304648
"21667",6.452186,0,266,0,0
"21668",49.68135,0,1997,0,0
"21669",18.58628,0,201,0,0
"21671",5.559009,0,762,0,0
"21672",12.55548,0,178,0,0
"21673",68.31855,0,3241,0,0
"21675",4.00072,0,184,0,0
"21676",14.33575,0,504,0,0
"21677",11.99046,0,382,0,0
"21678",42.43235,0,2030,0,0
"21679",9.29213,0,350,0,0
"21701",39.58813,133,36697,3.62427,3.359593
"21702",40.49444,110,41271,2.66531,2.716423
"21703",33.29951,60,35551,1.68772,1.801828
"21704",26.37871,29,16076,1.80393,1.099371
"21705",.0236638,2,0,,84.51723
"21710",25.99854,0,4958,0,0
"21711",24.54224,0,1093,0,0
"21713",42.27349,0,10174,0,0
"21714",.0289507,0,196,0,0
"21716",3.901105,7,5097,1.37336,1.794363
"21717",.3688087,0,70,0,0
"21718",.4579882,0,153,0,0
"21719",3.387615,0,1035,0,0
"21722",60.65072,0,5712,0,0
"21723",3.082191,0,640,0,0
"21727",32.19997,2,6741,.296692,.0621119
"21733",6.044435,0,1020,0,0
"21734",.2259574,0,711,0,0
"21737",5.140287,0,2297,0,0
"21738",7.312497,0,3604,0,0
"21740",70.13106,1,61772,.016189,.014259
"21742",50.49314,0,33228,0,0
"21746",.3600573,0,2747,0,0
"21750",61.99288,0,3713,0,0
"21754",23.7612,1,6266,.159591,.0420854
"21755",35.07139,1,5634,.177494,.0285133
"21756",20.92533,0,3651,0,0
"21757",37.72717,0,3371,0,0
"21758",34.86165,1,4844,.206441,.0286848
"21762",.3679102,0,263,0,0
"21766",38.67275,0,506,0,0
"21767",.284599,0,1149,0,0
"21769",41.07711,0,11320,0,0
"21770",11.04983,0,5021,0,0
"21771",85.23883,0,29366,0,0
"21773",38.81993,1,5586,.179019,.02576
"21774",14.65559,0,13063,0,0
"21776",35.32574,0,5315,0,0
"21777",3.006953,3,1761,1.70358,.9976879
"21778",17.90179,0,1364,0,0
"21779",8.961548,0,1157,0,0
"21780",22.50226,0,1526,0,0
"21781",.2533208,0,184,0,0
"21782",32.11156,0,3956,0,0
"21783",44.95597,0,8834,0,0
"21784",59.5644,0,39091,0,0
"21787",57.73397,0,10224,0,0
"21788",67.28905,5,11742,.425822,.0743063
"21790",3.930974,0,66,0,0
"21791",49.37493,0,5525,0,0
"21793",20.41503,9,10138,.887749,.4408517
"21794",8.764825,0,2480,0,0
"21795",31.90732,0,9048,0,0
"21797",43.51598,0,8296,0,0
"21798",16.59419,0,1864,0,0
"21801",43.75139,0,30364,0,0
"21802",.0525199,0,101,0,0
"21804",74.83595,0,40698,0,0
"21810",9.765761,0,833,0,0
"21811",113.1254,0,22914,0,0
"21813",31.63842,0,2921,0,0
"21814",6.702604,0,564,0,0
"21817",18.56533,0,4993,0,0
"21821",15.78478,0,997,0,0
"21822",29.11358,0,2323,0,0
"21824",2.657055,0,88,0,0
"21826",4.515813,0,5304,0,0
"21829",20.50116,0,438,0,0
"21830",32.20323,0,3605,0,0
"21835",8.173097,0,406,0,0
"21837",47.67613,0,3100,0,0
"21838",60.62474,0,1619,0,0
"21840",12.69748,0,364,0,0
"21841",31.75,0,1197,0,0
"21842",15.59624,0,10697,0,0
"21849",34.88639,0,3359,0,0
"21850",31.19388,0,2576,0,0
"21851",107.7362,0,7063,0,0
"21853",129.0317,0,11808,0,0
"21856",38.51002,0,792,0,0
"21861",3.107271,0,867,0,0
"21862",1.292591,0,150,0,0
"21863",119.6312,0,4880,0,0
"21864",23.79455,0,903,0,0
"21865",20.12856,0,451,0,0
"21866",.1229295,0,74,0,0
"21867",.2740904,0,6,0,0
"21869",108.0677,0,1115,0,0
"21871",74.72115,0,1922,0,0
"21872",18.15646,0,497,0,0
"21874",26.78447,0,2049,0,0
"21875",23.50659,1,6142,.162813,.0425413
"21890",.1328404,0,2715,0,0
"21901",52.43672,0,17538,0,0
"21902",.804384,0,228,0,0
"21903",12.2196,1,6364,.157134,.0818358
"21904",26.30962,0,7226,0,0
"21911",37.46026,0,11385,0,0
"21912",32.8877,0,1110,0,0
"21913",.4633628,0,896,0,0
"21914",.9276602,0,739,0,0
"21915",30.03497,0,2674,0,0
"21916",.0908626,0,42,0,0
"21917",7.880878,0,2477,0,0
"21918",20.22007,0,3737,0,0
"21919",52.24397,0,3046,0,0
"21920",.4981984,0,352,0,0
"21921",100.0186,0,44397,0,0
"21930",.808479,0,205,0,0
"22003",12.49853,263,61229,4.29535,21.04247
"22015",8.473536,152,45299,3.35548,17.9382
"22025",6.975247,36,17240,2.08817,5.161107
"22026",9.664879,37,15925,2.32339,3.828294
"22027",.648091,7,2470,2.83401,10.80095
"22030",18.96953,217,59558,3.64351,11.4394
"22031",6.877041,159,31802,4.99969,23.12041
"22032",7.496948,152,31123,4.88385,20.27492
"22033",7.649229,104,40255,2.58353,13.59614
"22035",.1778305,11,0,,61.85664
"22039",24.49671,0,18145,0,0
"22041",2.925094,92,28636,3.21274,31.45198
"22042",6.651677,122,34299,3.55696,18.34124
"22043",4.767266,81,25396,3.18948,16.99087
"22044",2.276489,38,13541,2.80629,16.69237
"22046",2.821103,58,18230,3.18157,20.55934
"22060",14.78947,45,9809,4.58762,3.042705
"22066",27.22304,9,18062,.498284,.3306023
"22079",35.99905,93,35331,2.63225,2.583401
"22101",13.68119,105,29722,3.53274,7.674773
"22102",10.54424,133,24463,5.43678,12.61352
"22124",10.2197,37,18324,2.01921,3.62046
"22125",.1669734,0,781,0,0
"22134",25.17469,3,7666,.391338,.1191673
"22150",7.562936,160,27341,5.85202,21.15581
"22151",5.266415,174,18351,9.48177,33.03955
"22152",5.997447,156,29273,5.32914,26.01107
"22153",9.048061,137,30896,4.43423,15.14137
"22172",12.79327,17,9696,1.7533,1.328823
"22180",5.812456,79,24458,3.23003,13.5915
"22181",5.719304,34,15438,2.20236,5.944779
"22182",11.82253,73,26596,2.74477,6.174654
"22185",.0644636,5,0,,77.56313
"22191",20.38538,61,68338,.892622,2.99234
"22192",19.2954,75,57968,1.29382,3.886937
"22193",17.70638,71,82726,.858255,4.009854
"22201",2.336268,186,37524,4.95683,79.61416
"22202",3.970487,147,23509,6.25292,37.02316
"22203",1.528147,117,24188,4.83711,76.56332
"22204",4.12035,306,55378,5.52566,74.26553
"22205",2.714827,144,18823,7.65022,53.04206
"22206",2.056867,146,20336,7.17939,70.98176
"22207",6.444296,225,33431,6.73028,34.9146
"22209",.6000811,64,12335,5.18849,106.6522
"22211",1.749012,2,1046,1.91205,1.143503
"22213",.580166,24,3317,7.23545,41.36747
"22214",.0402708,0,0,,0
"22301",1.411077,92,12935,7.11249,65.19844
"22302",2.239252,161,18687,8.61561,71.89902
"22303",1.494266,57,14546,3.9186,38.14583
"22304",4.726722,311,48211,6.45081,65.79613
"22305",1.38648,61,18119,3.36663,43.99629
"22306",7.316108,134,35907,3.73186,18.31575
"22307",3.769556,59,10070,5.85899,15.65171
"22308",4.898447,82,13258,6.18495,16.74
"22309",8.372207,145,35689,4.06288,17.31921
"22310",7.184162,131,31369,4.1761,18.23456
"22311",1.544936,120,17858,6.71968,77.67312
"22312",5.403954,155,33109,4.68151,28.6827
"22314",4.071216,267,32991,8.09312,65.58237
"22315",5.622301,108,28995,3.72478,19.20922
"22401",10.52073,1,28135,.035543,.0950505
"22405",54.743,1,30936,.032325,.0182672
"22406",73.9958,0,24600,0,0
"22407",58.05015,0,59034,0,0
"22408",46.81715,1,29063,.034408,.0213597
"22427",154.099,0,4853,0,0
"22432",4.904415,0,170,0,0
"22433",4.20515,0,397,0,0
"22435",27.28633,0,2434,0,0
"22436",28.66703,0,725,0,0
"22437",44.86111,0,1236,0,0
"22438",46.53991,0,206,0,0
"22443",67.05857,0,8297,0,0
"22448",4.763365,0,597,0,0
"22454",46.71678,0,1868,0,0
"22460",62.93605,0,1411,0,0
"22469",34.20762,0,1380,0,0
"22473",122.9559,0,5626,0,0
"22476",17.88748,0,582,0,0
"22480",2.881994,0,679,0,0
"22482",37.65725,0,2961,0,0
"22485",183.184,0,24985,0,0
"22488",29.96973,0,1232,0,0
"22503",115.4884,0,3712,0,0
"22504",12.17607,0,472,0,0
"22508",56.42913,0,14045,0,0
"22509",14.53928,0,44,0,0
"22511",18.78206,0,1144,0,0
"22514",88.24823,0,2548,0,0
"22520",103.0793,0,6161,0,0
"22529",11.04178,0,116,0,0
"22530",2.062373,0,19,0,0
"22534",34.05101,0,3373,0,0
"22535",11.51511,0,646,0,0
"22538",14.53752,0,140,0,0
"22539",22.4805,0,2002,0,0
"22542",20.71846,0,2399,0,0
"22546",164.1653,0,15573,0,0
"22548",2.958961,0,504,0,0
"22551",176.9092,0,18738,0,0
"22553",45.87527,0,14729,0,0
"22554",72.35349,1,55098,.018149,.013821
"22556",31.93323,0,28748,0,0
"22560",99.0127,0,5814,0,0
"22567",47.13142,0,2797,0,0
"22572",156.1194,0,7095,0,0
"22576",17.03959,0,2129,0,0
"22578",39.44209,0,2434,0,0
"22579",1.324067,0,47,0,0
"22580",90.62979,0,5144,0,0
"22601",9.850498,0,28737,0,0
"22602",110.7266,0,29312,0,0
"22603",98.37318,0,15588,0,0
"22610",52.30772,0,1911,0,0
"22611",81.36647,0,9031,0,0
"22620",46.7774,0,2531,0,0
"22623",1.205909,0,664,0,0
"22624",19.33934,0,2595,0,0
"22625",44.1181,0,3599,0,0
"22627",32.98454,0,664,0,0
"22630",132.6646,0,32165,0,0
"22637",44.86996,0,2071,0,0
"22639",18.80317,0,353,0,0
"22640",23.69337,0,567,0,0
"22641",6.635957,0,416,0,0
"22642",51.27371,0,4442,0,0
"22643",5.749402,0,243,0,0
"22644",37.73882,0,2426,0,0
"22645",36.02406,0,4248,0,0
"22646",1.966858,0,102,0,0
"22650",29.21931,0,641,0,0
"22652",70.59121,0,1229,0,0
"22654",61.8703,0,1178,0,0
"22655",35.32405,0,20458,0,0
"22656",8.454545,0,3308,0,0
"22657",62.95123,0,10142,0,0
"22660",9.33516,0,2143,0,0
"22663",22.16508,0,1423,0,0
"22664",50.76248,0,8882,0,0
"22701",164.7559,0,33915,0,0
"22709",12.90732,0,901,0,0
"22711",2.309253,0,40,0,0
"22712",36.42929,0,8401,0,0
"22713",26.75081,0,1661,0,0
"22714",22.53459,0,881,0,0
"22715",9.096404,0,1317,0,0
"22716",25.15435,0,832,0,0
"22718",24.72999,0,647,0,0
"22719",20.38582,0,372,0,0
"22720",20.7669,0,1052,0,0
"22722",3.525225,0,407,0,0
"22723",4.294518,0,115,0,0
"22724",21.26777,0,2201,0,0
"22726",15.93184,0,682,0,0
"22727",101.582,0,5049,0,0
"22728",45.45191,0,2943,0,0
"22729",5.599843,0,1192,0,0
"22730",3.422762,0,245,0,0
"22731",.8868183,0,52,0,0
"22732",1.691025,0,278,0,0
"22733",47.75622,0,1741,0,0
"22734",30.37409,0,3667,0,0
"22735",33.32025,0,3098,0,0
"22736",29.24862,0,823,0,0
"22737",40.70588,0,3280,0,0
"22738",27.21687,0,1398,0,0
"22740",78.97649,0,1166,0,0
"22741",8.363826,0,200,0,0
"22742",22.27536,0,1869,0,0
"22743",60.81762,0,161,0,0
"22747",38.94354,0,986,0,0
"22749",19.31664,0,272,0,0
"22801",32.60222,208,39833,5.2218,6.379934
"22802",90.69254,69,29882,2.30908,.7608123
"22807",.4396341,19,3227,5.88782,43.21776
"22810",25.07222,0,658,0,0
"22811",31.70495,0,632,0,0
"22812",43.56923,0,8788,0,0
"22815",72.03686,0,8966,0,0
"22820",22.53546,0,250,0,0
"22821",82.16205,0,5824,0,0
"22824",86.55045,0,6716,0,0
"22827",137.4534,0,10142,0,0
"22830",112.8389,0,1708,0,0
"22831",60.90017,0,976,0,0
"22832",24.41794,0,1059,0,0
"22834",17.82007,0,938,0,0
"22835",152.4124,0,11591,0,0
"22840",26.56875,0,4355,0,0
"22841",31.68126,1,2762,.362056,.0315644
"22842",72.8311,0,5299,0,0
"22843",113.4828,0,2479,0,0
"22844",48.82323,0,4726,0,0
"22845",1.322953,0,9,0,0
"22846",11.1503,0,2488,0,0
"22847",20.81025,0,1027,0,0
"22849",47.72146,0,4640,0,0
"22850",12.06104,0,1189,0,0
"22851",55.49099,0,6300,0,0
"22853",36.71647,0,4088,0,0
"22901",53.14799,0,34324,0,0
"22902",63.13509,0,24019,0,0
"22903",76.09589,0,39766,0,0
"22904",.6440288,0,5276,0,0
"22911",51.6267,0,17314,0,0
"22920",75.78349,0,3833,0,0
"22922",50.95961,0,2088,0,0
"22923",50.48793,0,4737,0,0
"22931",18.18701,0,296,0,0
"22932",108.6768,0,7972,0,0
"22935",21.50159,0,861,0,0
"22936",37.08755,0,5058,0,0
"22937",46.0724,0,2091,0,0
"22938",42.58711,0,1519,0,0
"22939",16.79377,0,6139,0,0
"22940",31.56185,0,1515,0,0
"22942",112.537,0,8814,0,0
"22943",5.713296,0,245,0,0
"22946",4.29883,0,251,0,0
"22947",43.91381,0,4093,0,0
"22948",5.808214,0,180,0,0
"22949",36.80125,0,1351,0,0
"22952",49.35402,0,2160,0,0
"22958",29.1291,0,2215,0,0
"22959",38.92632,0,1466,0,0
"22960",130.3002,0,10112,0,0
"22963",123.36,0,15128,0,0
"22964",7.514977,0,233,0,0
"22967",78.24841,0,1717,0,0
"22968",38.83141,0,10321,0,0
"22969",43.83534,0,1162,0,0
"22971",53.85743,0,1347,0,0
"22972",14.37465,0,392,0,0
"22973",102.577,0,6353,0,0
"22974",40.74952,0,5934,0,0
"22976",38.80556,0,816,0,0
"22980",74.84489,0,31310,0,0
"22989",1.500415,0,16,0,0
"23002",261.7621,0,9510,0,0
"23004",39.6982,0,804,0,0
"23005",67.89437,0,16337,0,0
"23009",78.55833,0,6504,0,0
"23011",26.06001,0,1722,0,0
"23015",81.80566,0,4287,0,0
"23021",5.11273,0,146,0,0
"23022",26.87649,0,1503,0,0
"23023",20.12854,0,458,0,0
"23024",116.5941,0,8972,0,0
"23025",1.474828,0,276,0,0
"23027",45.84626,0,995,0,0
"23030",168.987,0,4855,0,0
"23032",17.03763,0,308,0,0
"23035",17.57279,0,1056,0,0
"23038",75.93556,0,1591,0,0
"23039",15.25194,0,1026,0,0
"23040",148.3235,0,4514,0,0
"23043",15.42809,0,1716,0,0
"23045",2.903117,0,60,0,0
"23047",48.21072,0,2062,0,0
"23050",4.607018,0,1121,0,0
"23055",15.82413,0,935,0,0
"23056",9.833707,0,354,0,0
"23059",46.41717,0,34031,0,0
"23060",15.3379,0,37381,0,0
"23061",191.3599,0,21060,0,0
"23062",3.453952,0,2205,0,0
"23063",104.0597,0,4466,0,0
"23064",.4812567,0,288,0,0
"23065",21.88404,0,1853,0,0
"23066",4.914766,0,138,0,0
"23068",2.486048,0,227,0,0
"23069",55.39731,0,3088,0,0
"23070",3.60546,0,322,0,0
"23071",15.37624,0,1455,0,0
"23072",69.81915,0,12051,0,0
"23075",4.831295,0,9422,0,0
"23076",5.822196,0,881,0,0
"23079",27.68734,0,611,0,0
"23083",56.92268,0,2489,0,0
"23084",41.33625,0,1800,0,0
"23085",43.64206,0,670,0,0
"23086",85.84975,0,3296,0,0
"23089",66.99233,0,4997,0,0
"23091",23.84851,0,144,0,0
"23092",7.180249,0,816,0,0
"23093",210.6245,0,13450,0,0
"23102",30.69795,0,3578,0,0
"23103",38.76441,0,4984,0,0
"23106",27.39439,0,1156,0,0
"23108",12.81598,0,292,0,0
"23109",18.91944,0,2281,0,0
"23110",24.44539,0,704,0,0
"23111",78.8969,0,37417,0,0
"23112",34.73125,0,52485,0,0
"23113",35.75827,0,25195,0,0
"23114",11.33132,0,18503,0,0
"23115",5.512643,0,125,0,0
"23116",63.35904,0,29005,0,0
"23117",143.7485,0,8830,0,0
"23119",5.356422,0,477,0,0
"23120",64.60731,0,8948,0,0
"23123",41.38728,0,1946,0,0
"23124",57.35203,0,4168,0,0
"23125",4.050971,0,218,0,0
"23126",22.4462,0,204,0,0
"23128",15.08247,0,988,0,0
"23129",4.061536,0,566,0,0
"23130",8.293674,0,211,0,0
"23138",22.00182,0,451,0,0
"23139",240.9622,0,24214,0,0
"23140",75.63707,0,6466,0,0
"23141",36.65825,0,6227,0,0
"23146",33.94172,0,2979,0,0
"23148",65.35625,0,2133,0,0
"23149",54.0616,0,3167,0,0
"23150",31.15901,0,11961,0,0
"23153",13.51135,0,1282,0,0
"23156",45.04684,0,1578,0,0
"23160",3.79826,0,2632,0,0
"23161",11.37576,0,159,0,0
"23163",2.607794,0,137,0,0
"23168",24.93458,20,6941,2.88143,.8020988
"23169",17.93414,0,1327,0,0
"23173",.4292734,0,2209,0,0
"23175",19.69913,0,1641,0,0
"23176",7.442663,0,482,0,0
"23177",21.6008,0,382,0,0
"23180",18.07103,0,461,0,0
"23181",73.05582,0,5455,0,0
"23185",81.37687,145,48992,2.95967,1.781833
"23187",.1196859,0,244,0,0
"23188",108.2105,104,42072,2.47195,.9610899
"23192",77.1692,0,6771,0,0
"23219",1.816435,0,4138,0,0
"23220",5.082238,0,34409,0,0
"23221",3.953543,0,15354,0,0
"23222",8.342494,0,25308,0,0
"23223",17.22306,0,51888,0,0
"23224",11.94769,0,39066,0,0
"23225",14.98058,0,42366,0,0
"23226",6.32934,0,15800,0,0
"23227",11.78673,0,25829,0,0
"23228",11.28657,0,36423,0,0
"23229",14.86963,0,35479,0,0
"23230",4.196167,0,6270,0,0
"23231",95.19588,0,37523,0,0
"23233",12.53129,0,30680,0,0
"23234",20.40211,0,44319,0,0
"23235",17.49818,0,31936,0,0
"23236",14.51993,0,26534,0,0
"23237",20.44967,0,22499,0,0
"23238",22.42335,0,26133,0,0
"23250",3.143038,0,0,,0
"23294",4.146017,0,17848,0,0
"23301",33.94991,0,1579,0,0
"23302",3.558813,0,320,0,0
"23303",7.347326,0,974,0,0
"23304",.2618823,0,38,0,0
"23306",17.88114,0,984,0,0
"23307",7.904031,0,466,0,0
"23308",55.52917,0,1793,0,0
"23310",69.32101,0,4639,0,0
"23313",1.259,0,83,0,0
"23314",35.72433,0,8062,0,0
"23315",29.34943,0,1329,0,0
"23316",1.815824,0,454,0,0
"23320",33.71515,0,54794,0,0
"23321",26.82788,0,35511,0,0
"23322",152.3811,0,64393,0,0
"23323",126.3012,0,39092,0,0
"23324",7.387499,0,23790,0,0
"23325",4.309756,0,17946,0,0
"23336",48.72233,0,2903,0,0
"23337",1.892504,0,691,0,0
"23347",16.07391,0,654,0,0
"23350",31.31915,0,3216,0,0
"23354",4.359045,0,239,0,0
"23356",15.83052,0,1397,0,0
"23357",6.284464,0,793,0,0
"23358",8.911478,0,61,0,0
"23359",15.0059,0,856,0,0
"23389",.7270184,0,348,0,0
"23395",13.49128,0,490,0,0
"23398",5.252223,0,66,0,0
"23401",2.244375,0,353,0,0
"23405",35.99466,0,823,0,0
"23407",6.496858,0,706,0,0
"23408",1.835615,0,50,0,0
"23409",9.278578,0,104,0,0
"23410",29.70788,0,1950,0,0
"23413",13.61654,0,1185,0,0
"23414",1.457326,0,66,0,0
"23415",30.27437,0,1640,0,0
"23416",5.443993,0,274,0,0
"23417",88.97604,0,2980,0,0
"23418",10.21652,0,983,0,0
"23420",36.87608,0,3577,0,0
"23421",37.84916,0,4333,0,0
"23422",4.360916,0,152,0,0
"23423",66.97971,0,324,0,0
"23426",6.938135,0,100,0,0
"23427",19.00425,0,228,0,0
"23430",127.8478,0,17696,0,0
"23432",15.31633,0,1504,0,0
"23433",7.605871,0,1171,0,0
"23434",211.7083,0,49450,0,0
"23435",49.45061,0,29021,0,0
"23436",2.590559,0,944,0,0
"23437",101.2685,0,4165,0,0
"23438",40.95591,0,1720,0,0
"23440",2.278791,0,439,0,0
"23441",.6204886,0,92,0,0
"23442",13.40725,0,854,0,0
"23451",20.86757,0,43447,0,0
"23452",17.14135,0,60748,0,0
"23453",9.456435,0,36212,0,0
"23454",33.78955,0,59100,0,0
"23455",19.44548,0,50534,0,0
"23456",53.26448,0,53787,0,0
"23457",102.8146,0,4316,0,0
"23459",1.4194,0,1377,0,0
"23460",.2171898,0,1915,0,0
"23461",.0607709,0,432,0,0
"23462",12.02292,0,62598,0,0
"23464",17.78969,0,75557,0,0
"23480",1.983934,0,306,0,0
"23486",.4635423,0,123,0,0
"23487",95.51371,0,5857,0,0
"23488",8.274274,0,190,0,0
"23502",10.95518,0,21096,0,0
"23503",7.750403,0,31618,0,0
"23504",4.485661,0,22791,0,0
"23505",7.432986,0,29951,0,0
"23507",.9979015,0,7237,0,0
"23508",5.639493,0,22563,0,0
"23509",2.945424,0,13800,0,0
"23510",1.51149,0,8219,0,0
"23511",8.415847,0,14036,0,0
"23513",5.123524,0,30241,0,0
"23517",.7982952,0,4712,0,0
"23518",6.923002,0,30339,0,0
"23523",2.917114,0,8471,0,0
"23551",.3380336,0,678,0,0
"23601",16.11716,0,25763,0,0
"23602",14.36778,0,39015,0,0
"23603",7.570072,3,3760,.797872,.3962974
"23604",13.49766,0,6675,0,0
"23605",3.764846,0,13189,0,0
"23606",19.8701,0,30481,0,0
"23607",21.64544,0,22933,0,0
"23608",10.9174,0,42543,0,0
"23651",3.107398,0,517,0,0
"23661",4.726944,0,13291,0,0
"23662",22.18831,0,11977,0,0
"23663",3.123402,0,13294,0,0
"23664",8.148285,0,10180,0,0
"23665",7.651742,0,6367,0,0
"23666",20.53327,0,51871,0,0
"23669",14.47896,0,42012,0,0
"23690",9.513563,0,3628,0,0
"23691",1.935894,0,144,0,0
"23692",32.10753,0,18918,0,0
"23693",14.26694,0,23828,0,0
"23696",7.634817,0,3562,0,0
"23701",8.279556,0,23731,0,0
"23702",2.529757,0,11510,0,0
"23703",24.01167,0,25773,0,0
"23704",5.82254,0,18263,0,0
"23707",5.524814,0,15291,0,0
"23708",.4102069,0,451,0,0
"23709",.1518443,0,517,0,0
"23801",6.313097,0,4901,0,0
"23803",74.07785,0,38647,0,0
"23805",73.6732,0,19771,0,0
"23806",.1665336,0,1788,0,0
"23821",65.04549,0,2040,0,0
"23824",178.5582,0,6587,0,0
"23827",51.39003,0,1628,0,0
"23828",35.40116,0,230,0,0
"23829",82.15119,0,2552,0,0
"23830",46.73071,0,1150,0,0
"23831",24.31092,0,36682,0,0
"23832",40.03996,0,35523,0,0
"23833",59.14837,0,2488,0,0
"23834",23.39069,0,24175,0,0
"23836",27.41985,0,13083,0,0
"23837",106.5757,0,4809,0,0
"23838",102.4356,0,16426,0,0
"23839",25.08032,0,774,0,0
"23840",47.81182,0,2811,0,0
"23841",73.36855,0,3696,0,0
"23842",131.5197,0,6879,0,0
"23843",29.48254,0,580,0,0
"23844",45.36037,0,540,0,0
"23845",13.85388,0,370,0,0
"23846",43.04102,0,1017,0,0
"23847",282.5013,0,15145,0,0
"23850",50.40614,0,1234,0,0
"23851",108.877,0,13029,0,0
"23856",46.91614,0,726,0,0
"23857",15.401,0,515,0,0
"23860",60.22871,0,30983,0,0
"23866",88.06767,0,2411,0,0
"23867",92.64119,0,1914,0,0
"23868",121.4633,0,7470,0,0
"23872",96.05659,0,2296,0,0
"23874",40.17917,0,877,0,0
"23875",35.55456,0,11898,0,0
"23876",35.97846,0,321,0,0
"23878",39.71957,0,1006,0,0
"23879",33.8041,0,652,0,0
"23881",136.5195,3,1899,1.57978,.0219749
"23882",160.9979,0,1653,0,0
"23883",75.39693,3,2376,1.26263,.0397894
"23884",.3540595,0,45,0,0
"23885",35.0582,0,3042,0,0
"23887",21.40666,0,304,0,0
"23888",87.704,0,2028,0,0
"23889",33.76756,0,671,0,0
"23890",197.138,0,3171,0,0
"23891",2.314491,0,4423,0,0
"23893",25.92789,0,206,0,0
"23894",32.40685,0,559,0,0
"23897",59.67001,0,563,0,0
"23898",49.94915,0,2114,0,0
"23899",3.984168,0,306,0,0
"23901",202.9125,0,17524,0,0
"23909",.0382492,0,711,0,0
"23915",32.82739,0,1211,0,0
"23917",135.2357,0,2888,0,0
"23919",36.1876,0,2454,0,0
